"","V1","V2"
"1871",22,112
"1872",112,147
"1873",147,168
"1874",168,132
"1875",132,107
"1876",107,67
"1877",67,35
"1878",35,179
"1879",179,129
"1880",129,27
"1881",27,163
"1882",163,63
"1883",63,172
"1884",172,140
"1885",140,3
"1886",3,145
"1887",145,55
"1888",55,105
"1889",105,134
"1890",134,74
"1891",74,0
"1892",0,142
"1893",142,177
"1894",177,19
"1895",19,49
"1896",49,83
"1897",83,128
"1898",128,75
"1899",75,31
"1900",31,152
"1901",152,178
"1902",178,38
"1903",38,72
"1904",72,115
"1905",115,86
"1906",86,124
"1907",124,157
"1908",157,31
"1909",31,6
"1910",6,162
"1911",162,37
"1912",37,79
"1913",79,156
"1914",156,44
"1915",44,79
"1916",79,122
"1917",122,5
"1918",5,136
"1919",136,103
"1920",103,82
"1921",82,13
"1922",13,168
"1923",168,46
"1924",46,73
"1925",73,147
"1926",147,99
"1927",99,16
"1928",16,102
"1929",102,169
"1930",169,40
"1931",40,151
"1932",151,123
"1933",123,68
"1934",68,94
"1935",94,154
"1936",154,24
"1937",24,52
"1938",52,127
"1939",127,103
"1940",103,66
"1941",66,139
"1942",139,15
"1943",15,169
"1944",169,72
"1945",72,174
"1946",174,42
"1947",42,13
"1948",13,103
"1949",103,48
"1950",48,123
"1951",123,166
"1952",166,103
"1953",103,80
"1954",80,114
"1955",114,92
"1956",92,53
"1957",53,131
"1958",131,173
"1959",173,26
"1960",26,2
"1961",2,47
"1962",47,95
"1963",95,62
"1964",62,147
"1965",147,10
"1966",10,157
"1967",157,28
"1968",28,162
"1969",162,132
"1970",132,81
"1971",81,154
"1972",154,90
"1973",90,117
"1974",117,152
"1975",152,109
"1976",109,40
"1977",40,103
"1978",103,146
"1979",146,117
"1980",117,140
"1981",140,64
"1982",64,89
"1983",89,58
"1984",58,121
"1985",121,104
"1986",104,73
"1987",73,138
"1988",138,11
"1989",11,130
"1990",130,100
"1991",100,52
"1992",52,94
"1993",94,4
"1994",4,164
"1995",164,12
"1996",12,172
"1997",172,29
"1998",29,167
"1999",167,122
"2000",122,32
"2001",32,4
"2002",4,62
"2003",62,33
"2004",33,65
"2005",65,120
"2006",120,84
"2007",84,135
"2008",135,113
"2009",113,93
"2010",93,137
"2011",137,54
"2012",54,15
"2013",15,126
"2014",126,178
"2015",178,147
"2016",147,74
"2017",74,49
"2018",49,96
"2019",96,153
"2020",153,77
"2021",77,35
"2022",35,176
"2023",176,157
"2024",157,78
"2025",78,144
"2026",144,94
"2027",94,72
"2028",72,162
"2029",162,16
"2030",16,47
"2031",47,152
"2032",152,79
"2033",79,56
"2034",56,86
"2035",86,153
"2036",153,18
"2037",18,179
"2038",179,25
"2039",25,128
"2040",128,67
"2041",67,115
"2042",115,160
"2043",160,29
"2044",29,149
"2045",149,174
"2046",174,124
"2047",124,96
"2048",96,115
"2049",115,56
"2050",56,95
"2051",95,136
"2052",136,166
"2053",166,8
"2054",8,30
"2055",30,85
"2056",85,34
"2057",34,139
"2058",139,7
"2059",7,127
"2060",127,87
"2061",87,108
"2062",108,141
"2063",141,179
"2064",179,33
"2065",33,82
"2066",82,121
"2067",121,72
"2068",72,148
"2069",148,64
"2070",64,129
"2071",129,156
"2072",156,19
"2073",19,137
"2074",137,82
"2075",82,146
"2076",146,47
"2077",47,75
"2078",75,40
"2079",40,172
"2080",172,148
"2081",148,19
"2082",19,89
"2083",89,119
"2084",119,52
"2085",52,165
"2086",165,142
"2087",142,46
"2088",46,6
"2089",6,151
"2090",151,98
"2091",98,118
"2092",118,136
"2093",136,78
"2094",78,109
"2095",109,47
"2096",47,124
"2097",124,50
"2098",50,106
"2099",106,68
"2100",68,127
"2101",127,160
"2102",160,37
"2103",37,83
"2104",83,22
"2105",22,97
"2106",97,122
"2107",122,76
"2108",76,38
"2109",38,11
"2110",11,134
"2111",134,24
"2112",24,176
"2113",176,40
"2114",40,70
"2115",70,92
"2116",92,3
"2117",3,158
"2118",158,87
"2119",87,22
"2120",22,63
"2121",63,144
"2122",144,177
"2123",177,28
"2124",28,127
"2125",127,106
"2126",106,143
"2127",143,1
"2128",1,159
"2129",159,85
"2130",85,59
"2131",59,149
"2132",149,8
"2133",8,53
"2134",53,173
"2135",173,71
"2136",71,170
"2137",170,105
"2138",105,144
"2139",144,115
"2140",115,82
"2141",82,60
"2142",60,135
"2143",135,67
"2144",67,165
"2145",165,17
"2146",17,46
"2147",46,110
"2148",110,150
"2149",150,60
"2150",60,114
"2151",114,149
"2152",149,120
"2153",120,141
"2154",141,9
"2155",9,52
"2156",52,25
"2157",25,49
"2158",49,130
"2159",130,79
"2160",79,106
"2161",106,87
"2162",87,134
"2163",134,156
"2164",156,177
"2165",177,39
"2166",39,0
"2167",0,31
"2168",31,78
"2169",78,40
"2170",40,96
"2171",96,55
"2172",55,83
"2173",83,100
"2174",100,117
"2175",117,40
"2176",40,12
"2177",12,154
"2178",154,21
"2179",21,3
"2180",3,147
"2181",147,76
"2182",76,100
"2183",100,153
"2184",153,127
"2185",127,146
"2186",146,100
"2187",100,48
"2188",48,173
"2189",173,11
"2190",11,167
"2191",167,99
"2192",99,69
"2193",69,112
"2194",112,138
"2195",138,48
"2196",48,14
"2197",14,171
"2198",171,118
"2199",118,38
"2200",38,139
"2201",139,162
"2202",162,35
"2203",35,169
"2204",169,121
"2205",121,98
"2206",98,78
"2207",78,57
"2208",57,111
"2209",111,73
"2210",73,131
"2211",131,104
"2212",104,58
"2213",58,77
"2214",77,82
"2215",82,24
"2216",24,55
"2217",55,136
"2218",136,143
"2219",143,148
"2220",148,155
"2221",155,179
"2222",179,160
"2223",160,106
"2224",106,134
"2225",134,127
"2226",127,122
"2227",122,70
"2228",70,77
"2229",77,147
"2230",147,17
"2231",17,155
"2232",155,80
"2233",80,124
"2234",124,165
"2235",165,96
"2236",96,61
"2237",61,126
"2238",126,8
"2239",8,170
"2240",170,32
"2241",32,25
"2242",25,3
"2243",3,51
"2244",51,123
"2245",123,148
"2246",148,67
"2247",67,101
"2248",101,118
"2249",118,65
"2250",65,169
"2251",169,20
"2252",20,153
"2253",153,53
"2254",53,103
"2255",103,98
"2256",98,148
"2257",148,13
"2258",13,116
"2259",116,92
"2260",92,150
"2261",150,0
"2262",0,22
"2263",22,71
"2264",71,124
"2265",124,155
"2266",155,160
"2267",160,90
"2268",90,65
"2269",65,58
"2270",58,31
"2271",31,130
"2272",130,113
"2273",113,107
"2274",107,19
"2275",19,111
"2276",111,84
"2277",84,162
"2278",162,167
"2279",167,172
"2280",172,74
"2281",74,39
"2282",39,87
"2283",87,82
"2284",82,50
"2285",50,73
"2286",73,174
"2287",174,29
"2288",29,80
"2289",80,144
"2290",144,70
"2291",70,36
"2292",36,174
"2293",174,10
"2294",10,149
"2295",149,48
"2296",48,53
"2297",53,138
"2298",138,4
"2299",4,83
"2300",83,158
"2301",158,119
"2302",119,143
"2303",143,138
"2304",138,75
"2305",75,29
"2306",29,57
"2307",57,132
"2308",132,10
"2309",10,169
"2310",169,127
"2311",127,132
"2312",132,103
"2313",103,147
"2314",147,87
"2315",87,118
"2316",118,122
"2317",122,59
"2318",59,160
"2319",160,14
"2320",14,148
"2321",148,153
"2322",153,169
"2323",169,44
"2324",44,74
"2325",74,93
"2326",93,98
"2327",98,135
"2328",135,16
"2329",16,179
"2330",179,151
"2331",151,21
"2332",21,164
"2333",164,110
"2334",110,115
"2335",115,122
"2336",122,160
"2337",160,167
"2338",167,67
"2339",67,41
"2340",41,179
"2341",179,172
"2342",172,54
"2343",54,108
"2344",108,126
"2345",126,84
"2346",84,128
"2347",128,157
"2348",157,30
"2349",30,170
"2350",170,16
"2351",16,153
"2352",153,78
"2353",78,146
"2354",146,152
"2355",152,23
"2356",23,64
"2357",64,125
"2358",125,89
"2359",89,158
"2360",158,15
"2361",15,166
"2362",166,32
"2363",32,53
"2364",53,46
"2365",46,86
"2366",86,107
"2367",107,144
"2368",144,111
"2369",111,38
"2370",38,144
"2371",144,123
"2372",123,94
"2373",94,110
"2374",110,74
"2375",74,82
"2376",82,27
"2377",27,4
"2378",4,123
"2379",123,84
"2380",84,63
"2381",63,70
"2382",70,132
"2383",132,62
"2384",62,55
"2385",55,134
"2386",134,140
"2387",140,91
"2388",91,49
"2389",49,115
"2390",115,21
"2391",21,66
"2392",66,129
"2393",129,71
"2394",71,103
"2395",103,107
"2396",107,157
"2397",157,16
"2398",16,55
"2399",55,6
"2400",6,24
"2401",24,86
"2402",86,73
"2403",73,67
"2404",67,137
"2405",137,25
"2406",25,20
"2407",20,13
"2408",13,8
"2409",8,3
"2410",3,167
"2411",167,134
"2412",134,110
"2413",110,156
"2414",156,143
"2415",143,125
"2416",125,82
"2417",82,112
"2418",112,150
"2419",150,70
"2420",70,65
"2421",65,104
"2422",104,87
"2423",87,165
"2424",165,38
"2425",38,114
"2426",114,64
"2427",64,35
"2428",35,158
"2429",158,175
"2430",175,122
"2431",122,127
"2432",127,47
"2433",47,107
"2434",107,101
"2435",101,46
"2436",46,15
"2437",15,178
"2438",178,128
"2439",128,8
"2440",8,43
"2441",43,18
"2442",18,95
"2443",95,89
"2444",89,152
"2445",152,130
"2446",130,136
"2447",136,155
"2448",155,28
"2449",28,32
"2450",32,173
"2451",173,74
"2452",74,126
"2453",126,161
"2454",161,178
"2455",178,79
"2456",79,73
"2457",73,77
"2458",77,108
"2459",108,161
"2460",161,61
"2461",61,129
"2462",129,159
"2463",159,137
"2464",137,102
"2465",102,152
"2466",152,158
"2467",158,32
"2468",32,179
"2469",179,3
"2470",3,160
"2471",160,23
"2472",23,171
"2473",171,139
"2474",139,28
"2475",28,53
"2476",53,58
"2477",58,147
"2478",147,122
"2479",122,117
"2480",117,112
"2481",112,108
"2482",108,81
"2483",81,48
"2484",48,150
"2485",150,99
"2486",99,46
"2487",46,88
"2488",88,82
"2489",82,47
"2490",47,67
"2491",67,124
"2492",124,91
"2493",91,98
"2494",98,103
"2495",103,50
"2496",50,44
"2497",44,83
"2498",83,134
"2499",134,100
"2500",100,56
"2501",56,93
"2502",93,54
"2503",54,156
"2504",156,113
"2505",113,169
"2506",169,163
"2507",163,22
"2508",22,88
"2509",88,164
"2510",164,140
"2511",140,146
"2512",146,4
"2513",4,139
"2514",139,69
"2515",69,34
"2516",34,160
"2517",160,26
"2518",26,116
"2519",116,156
"2520",156,32
"2521",32,169
"2522",169,175
"2523",175,179
"2524",179,14
"2525",14,167
"2526",167,163
"2527",163,158
"2528",158,100
"2529",100,148
"2530",148,152
"2531",152,17
"2532",17,13
"2533",13,3
"2534",3,141
"2535",141,17
"2536",17,66
"2537",66,82
"2538",82,77
"2539",77,127
"2540",127,164
"2541",164,26
"2542",26,78
"2543",78,148
"2544",148,143
"2545",143,137
"2546",137,74
"2547",74,112
"2548",112,133
"2549",133,115
"2550",115,172
"2551",172,177
"2552",177,13
"2553",13,8
"2554",8,107
"2555",107,122
"2556",122,95
"2557",95,100
"2558",100,50
"2559",50,55
"2560",55,33
"2561",33,27
"2562",27,22
"2563",22,90
"2564",90,105
"2565",105,85
"2566",85,132
"2567",132,68
"2568",68,33
"2569",33,172
"2570",172,167
"2571",167,21
"2572",21,1
"2573",1,75
"2574",75,109
"2575",109,65
"2576",65,40
"2577",40,148
"2578",148,82
"2579",82,45
"2580",45,72
"2581",72,138
"2582",138,116
"2583",116,78
"2584",78,53
"2585",53,176
"2586",176,153
"2587",153,62
"2588",62,58
"2589",58,139
"2590",139,108
"2591",108,61
"2592",61,134
"2593",134,130
"2594",130,125
"2595",125,118
"2596",118,169
"2597",169,69
"2598",69,106
"2599",106,84
"2600",84,40
"2601",40,35
"2602",35,165
"2603",165,6
"2604",6,17
"2605",17,149
"2606",149,2
"2607",2,139
"2608",139,95
"2609",95,73
"2610",73,41
"2611",41,96
"2612",96,71
"2613",71,120
"2614",120,86
"2615",86,91
"2616",91,39
"2617",39,108
"2618",108,103
"2619",103,91
"2620",91,59
"2621",59,113
"2622",113,118
"2623",118,148
"2624",148,75
"2625",75,99
"2626",99,141
"2627",141,169
"2628",169,17
"2629",17,22
"2630",22,46
"2631",46,50
"2632",50,80
"2633",80,85
"2634",85,89
"2635",89,21
"2636",21,160
"2637",160,13
"2638",13,18
"2639",18,1
"2640",1,8
"2641",8,130
"2642",130,161
"2643",161,146
"2644",146,109
"2645",109,174
"2646",174,31
"2647",31,142
"2648",142,60
"2649",60,151
"2650",151,81
"2651",81,136
"2652",136,140
"2653",140,74
"2654",74,26
"2655",26,71
"2656",71,111
"2657",111,165
"2658",165,20
"2659",20,176
"2660",176,50
"2661",50,66
"2662",66,126
"2663",126,51
"2664",51,132
"2665",132,136
"2666",136,108
"2667",108,112
"2668",112,155
"2669",155,133
"2670",133,38
"2671",38,44
"2672",44,24
"2673",24,144
"2674",144,101
"2675",101,129
"2676",129,55
"2677",55,63
"2678",63,111
"2679",111,151
"2680",151,16
"2681",16,137
"2682",137,90
"2683",90,158
"2684",158,153
"2685",153,14
"2686",14,38
"2687",38,167
"2688",167,124
"2689",124,81
"2690",81,153
"2691",153,113
"2692",113,40
"2693",40,82
"2694",82,94
"2695",94,118
"2696",118,64
"2697",64,41
"2698",41,171
"2699",171,150
"2700",150,119
"2701",119,90
"2702",90,46
"2703",46,58
"2704",58,63
"2705",63,72
"2706",72,77
"2707",77,92
"2708",92,147
"2709",147,153
"2710",153,121
"2711",121,176
"2712",176,16
"2713",16,155
"2714",155,178
"2715",178,36
"2716",36,163
"2717",163,152
"2718",152,148
"2719",148,112
"2720",112,127
"2721",127,130
"2722",130,63
"2723",63,125
"2724",125,57
"2725",57,98
"2726",98,95
"2727",95,116
"2728",116,37
"2729",37,32
"2730",32,28
"2731",28,5
"2732",5,10
"2733",10,107
"2734",107,80
"2735",80,70
"2736",70,28
"2737",28,23
"2738",23,162
"2739",162,114
"2740",114,24
"2741",24,175
"2742",175,172
"2743",172,159
"2744",159,15
"2745",15,149
"2746",149,106
"2747",106,60
"2748",60,111
"2749",111,137
"2750",137,76
"2751",76,109
"2752",109,135
"2753",135,122
"2754",122,118
"2755",118,115
"2756",115,74
"2757",74,175
"2758",175,1
"2759",1,5
"2760",5,43
"2761",43,39
"2762",39,84
"2763",84,137
"2764",137,167
"2765",167,32
"2766",32,153
"2767",153,157
"2768",157,0
"2769",0,12
"2770",12,146
"2771",146,10
"2772",10,159
"2773",159,89
"2774",89,93
"2775",93,45
"2776",45,53
"2777",53,6
"2778",6,141
"2779",141,148
"2780",148,5
"2781",5,124
"2782",124,52
"2783",52,30
"2784",30,56
"2785",56,112
"2786",112,38
"2787",38,88
"2788",88,145
"2789",145,14
"2790",14,31
"2791",31,164
"2792",164,9
"2793",9,172
"2794",172,124
"2795",124,144
"2796",144,10
"2797",10,156
"2798",156,17
"2799",17,134
"2800",134,68
"2801",68,72
"2802",72,97
"2803",97,103
"2804",103,74
"2805",74,125
"2806",125,122
"2807",122,48
"2808",48,63
"2809",63,67
"2810",67,87
"2811",87,62
"2812",62,56
"2813",56,50
"2814",50,102
"2815",102,41
"2816",41,85
"2817",85,82
"2818",82,101
"2819",101,98
"2820",98,51
"2821",51,79
"2822",79,154
"2823",154,96
"2824",96,78
"2825",78,142
"2826",142,126
"2827",126,176
"2828",176,163
"2829",163,160
"2830",160,8
"2831",8,5
"2832",5,161
"2833",161,86
"2834",86,141
"2835",141,93
"2836",93,106
"2837",106,71
"2838",71,137
"2839",137,127
"2840",127,53
"2841",53,50
"2842",50,7
"2843",7,167
"2844",167,163
"2845",163,34
"2846",34,25
"2847",25,130
"2848",130,148
"2849",148,10
"2850",10,13
"2851",13,32
"2852",32,27
"2853",27,73
"2854",73,1
"2855",1,177
"2856",177,162
"2857",162,157
"2858",157,14
"2859",14,47
"2860",47,77
"2861",77,80
"2862",80,113
"2863",113,163
"2864",163,88
"2865",88,122
"2866",122,100
"2867",100,64
"2868",64,164
"2869",164,151
"2870",151,107
"2871",107,110
"2872",110,154
"2873",154,20
"2874",20,61
"2875",61,90
"2876",90,111
"2877",111,129
"2878",129,67
"2879",67,143
"2880",143,140
"2881",140,60
"2882",60,88
"2883",88,157
"2884",157,46
"2885",46,40
"2886",40,2
"2887",2,169
"2888",169,172
"2889",172,5
"2890",5,19
"2891",19,168
"2892",168,119
"2893",119,155
"2894",155,19
"2895",19,58
"2896",58,159
"2897",159,135
"2898",135,74
"2899",74,107
"2900",107,103
"2901",103,153
"2902",153,115
"2903",115,112
"2904",112,70
"2905",70,73
"2906",73,77
"2907",77,99
"2908",99,161
"2909",161,27
"2910",27,56
"2911",56,35
"2912",35,75
"2913",75,106
"2914",106,52
"2915",52,91
"2916",91,95
"2917",95,80
"2918",80,123
"2919",123,138
"2920",138,134
"2921",134,90
"2922",90,132
"2923",132,173
"2924",173,19
"2925",19,164
"2926",164,37
"2927",37,42
"2928",42,68
"2929",68,101
"2930",101,115
"2931",115,63
"2932",63,82
"2933",82,89
"2934",89,161
"2935",161,32
"2936",32,146
"2937",146,143
"2938",143,107
"2939",107,70
"2940",70,67
"2941",67,127
"2942",127,121
"2943",121,146
"2944",146,105
"2945",105,150
"2946",150,29
"2947",29,59
"2948",59,129
"2949",129,166
"2950",166,30
"2951",30,16
"2952",16,8
"2953",8,171
"2954",171,126
"2955",126,149
"2956",149,166
"2957",166,24
"2958",24,65
"2959",65,62
"2960",62,177
"2961",177,18
"2962",18,23
"2963",23,25
"2964",25,28
"2965",28,168
"2966",168,6
"2967",6,35
"2968",35,50
"2969",50,46
"2970",46,42
"2971",42,125
"2972",125,79
"2973",79,82
"2974",82,109
"2975",109,95
"2976",95,98
"2977",98,58
"2978",58,53
"2979",53,4
"2980",4,137
"2981",137,0
"2982",0,42
"2983",42,122
"2984",122,66
"2985",66,147
"2986",147,131
"2987",131,51
"2988",51,72
"2989",72,132
"2990",132,143
"2991",143,166
"2992",166,117
"2993",117,73
"2994",73,89
"2995",89,41
"2996",41,172
"2997",172,175
"2998",175,123
"2999",123,113
"3000",113,142
"3001",142,2
"3002",2,125
"3003",125,132
"3004",132,156
"3005",156,138
"3006",138,141
"3007",141,102
"3008",102,80
"3009",80,65
"3010",65,165
"3011",165,2
"3012",2,5
"3013",5,8
"3014",8,27
"3015",27,176
"3016",176,167
"3017",167,170
"3018",170,25
"3019",25,71
"3020",71,147
"3021",147,81
"3022",81,103
"3023",103,100
"3024",100,69
"3025",69,128
"3026",128,171
"3027",171,131
"3028",131,67
"3029",67,169
"3030",169,14
"3031",14,17
"3032",17,151
"3033",151,83
"3034",83,87
"3035",87,91
"3036",91,45
"3037",45,74
"3038",74,113
"3039",113,139
"3040",139,158
"3041",158,155
"3042",155,152
"3043",152,143
"3044",143,43
"3045",43,9
"3046",9,129
"3047",129,117
"3048",117,92
"3049",92,111
"3050",111,156
"3051",156,103
"3052",103,130
"3053",130,127
"3054",127,124
"3055",124,95
"3056",95,93
"3057",93,71
"3058",71,131
"3059",131,87
"3060",87,76
"3061",76,154
"3062",154,115
"3063",115,118
"3064",118,122
"3065",122,166
"3066",166,1
"3067",1,151
"3068",151,7
"3069",7,148
"3070",148,145
"3071",145,12
"3072",12,176
"3073",176,179
"3074",179,38
"3075",38,32
"3076",32,10
"3077",10,158
"3078",158,160
"3079",160,163
"3080",163,109
"3081",109,72
"3082",72,90
"3083",90,140
"3084",140,72
"3085",72,133
"3086",133,153
"3087",153,79
"3088",79,47
"3089",47,98
"3090",98,131
"3091",131,64
"3092",64,117
"3093",117,104
"3094",104,110
"3095",110,113
"3096",113,55
"3097",55,12
"3098",12,58
"3099",58,62
"3100",62,17
"3101",17,20
"3102",20,156
"3103",156,83
"3104",83,47
"3105",47,87
"3106",87,45
"3107",45,101
"3108",101,120
"3109",120,148
"3110",148,152
"3111",152,121
"3112",121,89
"3113",89,39
"3114",39,82
"3115",82,85
"3116",85,157
"3117",157,6
"3118",6,126
"3119",126,97
"3120",97,54
"3121",54,31
"3122",31,167
"3123",167,120
"3124",120,52
"3125",52,47
"3126",47,106
"3127",106,66
"3128",66,73
"3129",73,178
"3130",178,40
"3131",40,174
"3132",174,18
"3133",18,150
"3134",150,72
"3135",72,21
"3136",21,28
"3137",28,32
"3138",32,174
"3139",174,170
"3140",170,0
"3141",0,162
"3142",162,29
"3143",29,55
"3144",55,8
"3145",8,11
"3146",11,157
"3147",157,155
"3148",155,24
"3149",24,2
"3150",2,161
"3151",161,110
"3152",110,107
"3153",107,96
"3154",96,130
"3155",130,132
"3156",132,136
"3157",136,138
"3158",138,17
"3159",17,13
"3160",13,134
"3161",134,59
"3162",59,46
"3163",46,118
"3164",118,59
"3165",59,76
"3166",76,82
"3167",82,100
"3168",100,90
"3169",90,165
"3170",165,136
"3171",136,116
"3172",116,63
"3173",63,40
"3174",40,146
"3175",146,143
"3176",143,140
"3177",140,138
"3178",138,93
"3179",93,146
"3180",146,110
"3181",110,49
"3182",49,97
"3183",97,123
"3184",123,41
"3185",41,34
"3186",34,37
"3187",37,40
"3188",40,80
"3189",80,77
"3190",77,73
"3191",73,36
"3192",36,0
"3193",0,28
"3194",28,172
"3195",172,117
"3196",117,161
"3197",161,114
"3198",114,141
"3199",141,7
"3200",7,161
"3201",161,18
"3202",18,11
"3203",11,148
"3204",148,50
"3205",50,53
"3206",53,56
"3207",56,58
"3208",58,168
"3209",168,30
"3210",30,161
"3211",161,143
"3212",143,149
"3213",149,107
"3214",107,153
"3215",153,125
"3216",125,122
"3217",122,149
"3218",149,79
"3219",79,2
"3220",2,134
"3221",134,118
"3222",118,132
"3223",132,134
"3224",134,94
"3225",94,58
"3226",58,110
"3227",110,71
"3228",71,86
"3229",86,39
"3230",39,164
"3231",164,175
"3232",175,177
"3233",177,41
"3234",41,93
"3235",93,142
"3236",142,108
"3237",108,60
"3238",60,97
"3239",97,78
"3240",78,46
"3241",46,48
"3242",48,99
"3243",99,119
"3244",119,173
"3245",173,37
"3246",37,76
"3247",76,95
"3248",95,98
"3249",98,101
"3250",101,47
"3251",47,93
"3252",93,91
"3253",91,69
"3254",69,147
"3255",147,14
"3256",14,154
"3257",154,135
"3258",135,112
"3259",112,110
"3260",110,126
"3261",126,163
"3262",163,167
"3263",167,169
"3264",169,157
"3265",157,136
"3266",136,85
"3267",85,87
"3268",87,89
"3269",89,50
"3270",50,48
"3271",48,83
"3272",83,98
"3273",98,113
"3274",113,115
"3275",115,117
"3276",117,157
"3277",157,160
"3278",160,120
"3279",120,46
"3280",46,31
"3281",31,12
"3282",12,158
"3283",158,16
"3284",16,148
"3285",148,146
"3286",146,0
"3287",0,152
"3288",152,155
"3289",155,18
"3290",18,152
"3291",152,140
"3292",140,129
"3293",129,68
"3294",68,65
"3295",65,85
"3296",85,165
"3297",165,16
"3298",16,163
"3299",163,38
"3300",38,23
"3301",23,4
"3302",4,19
"3303",19,179
"3304",179,3
"3305",3,5
"3306",5,8
"3307",8,18
"3308",18,67
"3309",67,109
"3310",109,88
"3311",88,125
"3312",125,11
"3313",11,13
"3314",13,25
"3315",25,27
"3316",27,173
"3317",173,147
"3318",147,72
"3319",72,137
"3320",137,103
"3321",103,107
"3322",107,150
"3323",150,1
"3324",1,3
"3325",3,148
"3326",148,127
"3327",127,130
"3328",130,66
"3329",66,94
"3330",94,139
"3331",139,78
"3332",78,103
"3333",103,101
"3334",101,52
"3335",52,86
"3336",86,158
"3337",158,132
"3338",132,100
"3339",100,47
"3340",47,15
"3341",15,45
"3342",45,54
"3343",54,75
"3344",75,141
"3345",141,160
"3346",160,162
"3347",162,4
"3348",4,169
"3349",169,172
"3350",172,175
"3351",175,133
"3352",133,113
"3353",113,61
"3354",61,110
"3355",110,76
"3356",76,105
"3357",105,49
"3358",49,90
"3359",90,162
"3360",162,115
"3361",115,146
"3362",146,5
"3363",5,140
"3364",140,143
"3365",143,145
"3366",145,112
"3367",112,11
"3368",11,8
"3369",8,29
"3370",29,171
"3371",171,48
"3372",48,90
"3373",90,44
"3374",44,42
"3375",42,40
"3376",40,0
"3377",0,167
"3378",167,152
"3379",152,148
"3380",148,107
"3381",107,118
"3382",118,122
"3383",122,124
"3384",124,41
"3385",41,1
"3386",1,177
"3387",177,179
"3388",179,130
"3389",130,132
"3390",132,134
"3391",134,73
"3392",73,70
"3393",70,68
"3394",68,111
"3395",111,153
"3396",153,112
"3397",112,89
"3398",89,45
"3399",45,37
"3400",37,68
"3401",68,104
"3402",104,81
"3403",81,2
"3404",2,13
"3405",13,147
"3406",147,176
"3407",176,124
"3408",124,127
"3409",127,86
"3410",86,138
"3411",138,136
"3412",136,121
"3413",121,162
"3414",162,148
"3415",148,9
"3416",9,149
"3417",149,19
"3418",19,154
"3419",154,175
"3420",175,177
"3421",177,69
"3422",69,79
"3423",79,82
"3424",82,85
"3425",85,87
"3426",87,116
"3427",116,143
"3428",143,129
"3429",129,122
"3430",122,163
"3431",163,167
"3432",167,169
"3433",169,172
"3434",172,14
"3435",14,175
"3436",175,32
"3437",32,163
"3438",163,147
"3439",147,108
"3440",108,74
"3441",74,62
"3442",62,65
"3443",65,128
"3444",128,152
"3445",152,106
"3446",106,146
"3447",146,148
"3448",148,44
"3449",44,103
"3450",103,139
"3451",139,114
"3452",114,22
"3453",22,20
"3454",20,17
"3455",17,164
"3456",164,115
"3457",115,113
"3458",113,147
"3459",147,8
"3460",8,164
"3461",164,108
"3462",108,110
"3463",110,112
"3464",112,80
"3465",80,82
"3466",82,49
"3467",49,62
"3468",62,99
"3469",99,73
"3470",73,77
"3471",77,79
"3472",79,94
"3473",94,92
"3474",92,48
"3475",48,46
"3476",46,20
"3477",20,150
"3478",150,19
"3479",19,115
"3480",115,135
"3481",135,175
"3482",175,129
"3483",129,104
"3484",104,56
"3485",56,15
"3486",15,136
"3487",136,138
"3488",138,140
"3489",140,178
"3490",178,8
"3491",8,10
"3492",10,165
"3493",165,39
"3494",39,83
"3495",83,30
"3496",30,155
"3497",155,157
"3498",157,113
"3499",113,107
"3500",107,103
"3501",103,101
"3502",101,98
"3503",98,95
"3504",95,93
"3505",93,46
"3506",46,44
"3507",44,85
"3508",85,55
"3509",55,100
"3510",100,98
"3511",98,73
"3512",73,106
"3513",106,119
"3514",119,153
"3515",153,155
"3516",155,104
"3517",104,95
"3518",95,93
"3519",93,82
"3520",82,67
"3521",67,65
"3522",65,22
"3523",22,25
"3524",25,23
"3525",23,62
"3526",62,58
"3527",58,81
"3528",81,149
"3529",149,115
"3530",115,118
"3531",118,142
"3532",142,88
"3533",88,75
"3534",75,104
"3535",104,127
"3536",127,125
"3537",125,171
"3538",171,137
"3539",137,122
"3540",122,118
"3541",118,127
"3542",127,130
"3543",130,132
"3544",132,80
"3545",80,49
"3546",49,28
"3547",28,32
"3548",32,34
"3549",34,159
"3550",159,36
"3551",36,71
"3552",71,134
"3553",134,137
"3554",137,179
"3555",179,177
"3556",177,175
"3557",175,172
"3558",172,152
"3559",152,3
"3560",3,5
"3561",5,8
"3562",8,14
"3563",14,46
"3564",46,55
"3565",55,102
"3566",102,49
"3567",49,121
"3568",121,92
"3569",92,109
"3570",109,52
"3571",52,50
"3572",50,48
"3573",48,86
"3574",86,159
"3575",159,33
"3576",33,90
"3577",90,87
"3578",87,89
"3579",89,131
"3580",131,116
"3581",116,77
"3582",77,79
"3583",79,64
"3584",64,54
"3585",54,129
"3586",129,114
"3587",114,73
"3588",73,70
"3589",70,135
"3590",135,103
"3591",103,94
"3592",94,108
"3593",108,110
"3594",110,147
"3595",147,12
"3596",12,162
"3597",162,112
"3598",112,76
"3599",76,142
"3600",142,102
"3601",102,60
"3602",60,34
"3603",34,37
"3604",37,80
"3605",80,82
"3606",82,85
"3607",85,87
"3608",87,77
"3609",77,73
"3610",73,132
"3611",132,134
"3612",134,89
"3613",89,47
"3614",47,57
"3615",57,158
"3616",158,160
"3617",160,16
"3618",16,171
